name	description	page
2546	tctriunguis_homolog_perc_id	%id. target Three-toed box turtle gene identical to query gene	homologs
2547	tctriunguis_homolog_perc_id_r1	%id. query gene identical to target Three-toed box turtle gene	homologs
2548	tctriunguis_homolog_goc_score	Three-toed box turtle Gene-order conservation score	homologs
2549	tctriunguis_homolog_orthology_confidence	Three-toed box turtle orthology confidence [0 low, 1 high]	homologs
2550	ptaltaica_homolog_ensembl_gene	Tiger gene stable ID	homologs
2551	ptaltaica_homolog_associated_gene_name	Tiger gene name	homologs
2552	ptaltaica_homolog_ensembl_peptide	Tiger protein or transcript stable ID	homologs
2553	ptaltaica_homolog_chromosome	Tiger chromosome/scaffold name	homologs
2554	ptaltaica_homolog_chrom_start	Tiger chromosome/scaffold start (bp)	homologs
2555	ptaltaica_homolog_chrom_end	Tiger chromosome/scaffold end (bp)	homologs
2556	ptaltaica_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
2557	ptaltaica_homolog_subtype	Last common ancestor with Tiger	homologs
2558	ptaltaica_homolog_orthology_type	Tiger homology type	homologs
2559	ptaltaica_homolog_perc_id	%id. target Tiger gene identical to query gene	homologs
2560	ptaltaica_homolog_perc_id_r1	%id. query gene identical to target Tiger gene	homologs
2561	ptaltaica_homolog_goc_score	Tiger Gene-order conservation score	homologs
2562	ptaltaica_homolog_orthology_confidence	Tiger orthology confidence [0 low, 1 high]	homologs
2563	hcomes_homolog_ensembl_gene	Tiger tail seahorse gene stable ID	homologs
2564	hcomes_homolog_associated_gene_name	Tiger tail seahorse gene name	homologs
2565	hcomes_homolog_ensembl_peptide	Tiger tail seahorse protein or transcript stable ID	homologs
2566	hcomes_homolog_chromosome	Tiger tail seahorse chromosome/scaffold name	homologs
2567	hcomes_homolog_chrom_start	Tiger tail seahorse chromosome/scaffold start (bp)	homologs
2568	hcomes_homolog_chrom_end	Tiger tail seahorse chromosome/scaffold end (bp)	homologs
2569	hcomes_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
2570	hcomes_homolog_subtype	Last common ancestor with Tiger tail seahorse	homologs
2571	hcomes_homolog_orthology_type	Tiger tail seahorse homology type	homologs
2572	hcomes_homolog_perc_id	%id. target Tiger tail seahorse gene identical to query gene	homologs
2573	hcomes_homolog_perc_id_r1	%id. query gene identical to target Tiger tail seahorse gene	homologs
2574	hcomes_homolog_goc_score	Tiger tail seahorse Gene-order conservation score	homologs
2575	hcomes_homolog_orthology_confidence	Tiger tail seahorse orthology confidence [0 low, 1 high]	homologs
2576	csemilaevis_homolog_ensembl_gene	Tongue sole gene stable ID	homologs
2577	csemilaevis_homolog_associated_gene_name	Tongue sole gene name	homologs
2578	csemilaevis_homolog_ensembl_peptide	Tongue sole protein or transcript stable ID	homologs
2579	csemilaevis_homolog_chromosome	Tongue sole chromosome/scaffold name	homologs
2580	csemilaevis_homolog_chrom_start	Tongue sole chromosome/scaffold start (bp)	homologs
2581	csemilaevis_homolog_chrom_end	Tongue sole chromosome/scaffold end (bp)	homologs
2582	csemilaevis_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
2583	csemilaevis_homolog_subtype	Last common ancestor with Tongue sole	homologs
2584	csemilaevis_homolog_orthology_type	Tongue sole homology type	homologs
2585	csemilaevis_homolog_perc_id	%id. target Tongue sole gene identical to query gene	homologs
2586	csemilaevis_homolog_perc_id_r1	%id. query gene identical to target Tongue sole gene	homologs
2587	csemilaevis_homolog_goc_score	Tongue sole Gene-order conservation score	homologs
2588	csemilaevis_homolog_orthology_confidence	Tongue sole orthology confidence [0 low, 1 high]	homologs
2589	tbelangeri_homolog_ensembl_gene	Tree Shrew gene stable ID	homologs
2590	tbelangeri_homolog_associated_gene_name	Tree Shrew gene name	homologs
2591	tbelangeri_homolog_ensembl_peptide	Tree Shrew protein or transcript stable ID	homologs
2592	tbelangeri_homolog_chromosome	Tree Shrew chromosome/scaffold name	homologs
2593	tbelangeri_homolog_chrom_start	Tree Shrew chromosome/scaffold start (bp)	homologs
2594	tbelangeri_homolog_chrom_end	Tree Shrew chromosome/scaffold end (bp)	homologs
2595	tbelangeri_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
2596	tbelangeri_homolog_subtype	Last common ancestor with Tree Shrew	homologs
2597	tbelangeri_homolog_orthology_type	Tree Shrew homology type	homologs
2598	tbelangeri_homolog_perc_id	%id. target Tree Shrew gene identical to query gene	homologs
2599	tbelangeri_homolog_perc_id_r1	%id. query gene identical to target Tree Shrew gene	homologs
2600	tbelangeri_homolog_goc_score	Tree Shrew Gene-order conservation score	homologs
2601	tbelangeri_homolog_orthology_confidence	Tree Shrew orthology confidence [0 low, 1 high]	homologs
2602	xtropicalis_homolog_ensembl_gene	Tropical clawed frog gene stable ID	homologs
2603	xtropicalis_homolog_associated_gene_name	Tropical clawed frog gene name	homologs
2604	xtropicalis_homolog_ensembl_peptide	Tropical clawed frog protein or transcript stable ID	homologs
2605	xtropicalis_homolog_chromosome	Tropical clawed frog chromosome/scaffold name	homologs
2606	xtropicalis_homolog_chrom_start	Tropical clawed frog chromosome/scaffold start (bp)	homologs
2607	xtropicalis_homolog_chrom_end	Tropical clawed frog chromosome/scaffold end (bp)	homologs
2608	xtropicalis_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
2609	xtropicalis_homolog_subtype	Last common ancestor with Tropical clawed frog	homologs
2610	xtropicalis_homolog_orthology_type	Tropical clawed frog homology type	homologs
2611	xtropicalis_homolog_perc_id	%id. target Tropical clawed frog gene identical to query gene	homologs
2612	xtropicalis_homolog_perc_id_r1	%id. query gene identical to target Tropical clawed frog gene	homologs
2613	xtropicalis_homolog_goc_score	Tropical clawed frog Gene-order conservation score	homologs
2614	xtropicalis_homolog_orthology_confidence	Tropical clawed frog orthology confidence [0 low, 1 high]	homologs
2615	spunctatus_homolog_ensembl_gene	Tuatara gene stable ID	homologs
2616	spunctatus_homolog_associated_gene_name	Tuatara gene name	homologs
2617	spunctatus_homolog_ensembl_peptide	Tuatara protein or transcript stable ID	homologs
2618	spunctatus_homolog_chromosome	Tuatara chromosome/scaffold name	homologs
2619	spunctatus_homolog_chrom_start	Tuatara chromosome/scaffold start (bp)	homologs
2620	spunctatus_homolog_chrom_end	Tuatara chromosome/scaffold end (bp)	homologs
2621	spunctatus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
2622	spunctatus_homolog_subtype	Last common ancestor with Tuatara	homologs
2623	spunctatus_homolog_orthology_type	Tuatara homology type	homologs
2624	spunctatus_homolog_perc_id	%id. target Tuatara gene identical to query gene	homologs
2625	spunctatus_homolog_perc_id_r1	%id. query gene identical to target Tuatara gene	homologs
2626	spunctatus_homolog_goc_score	Tuatara Gene-order conservation score	homologs
2627	spunctatus_homolog_orthology_confidence	Tuatara orthology confidence [0 low, 1 high]	homologs
2628	smaximus_homolog_ensembl_gene	Turbot gene stable ID	homologs
2629	smaximus_homolog_associated_gene_name	Turbot gene name	homologs
2630	smaximus_homolog_ensembl_peptide	Turbot protein or transcript stable ID	homologs
2631	smaximus_homolog_chromosome	Turbot chromosome/scaffold name	homologs
2632	smaximus_homolog_chrom_start	Turbot chromosome/scaffold start (bp)	homologs
2633	smaximus_homolog_chrom_end	Turbot chromosome/scaffold end (bp)	homologs
2634	smaximus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
2635	smaximus_homolog_subtype	Last common ancestor with Turbot	homologs
2636	smaximus_homolog_orthology_type	Turbot homology type	homologs
2637	smaximus_homolog_perc_id	%id. target Turbot gene identical to query gene	homologs
2638	smaximus_homolog_perc_id_r1	%id. query gene identical to target Turbot gene	homologs
2639	smaximus_homolog_goc_score	Turbot Gene-order conservation score	homologs
2640	smaximus_homolog_orthology_confidence	Turbot orthology confidence [0 low, 1 high]	homologs
2641	mgallopavo_homolog_ensembl_gene	Turkey gene stable ID	homologs
2642	mgallopavo_homolog_associated_gene_name	Turkey gene name	homologs
2643	mgallopavo_homolog_ensembl_peptide	Turkey protein or transcript stable ID	homologs
2644	mgallopavo_homolog_chromosome	Turkey chromosome/scaffold name	homologs
2645	mgallopavo_homolog_chrom_start	Turkey chromosome/scaffold start (bp)	homologs
2646	mgallopavo_homolog_chrom_end	Turkey chromosome/scaffold end (bp)	homologs
2647	mgallopavo_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
2648	mgallopavo_homolog_subtype	Last common ancestor with Turkey	homologs
2649	mgallopavo_homolog_orthology_type	Turkey homology type	homologs
2650	mgallopavo_homolog_perc_id	%id. target Turkey gene identical to query gene	homologs
2651	mgallopavo_homolog_perc_id_r1	%id. query gene identical to target Turkey gene	homologs
2652	mgallopavo_homolog_goc_score	Turkey Gene-order conservation score	homologs
2653	mgallopavo_homolog_orthology_confidence	Turkey orthology confidence [0 low, 1 high]	homologs
2654	nfurzeri_homolog_ensembl_gene	Turquoise killifish gene stable ID	homologs
2655	nfurzeri_homolog_associated_gene_name	Turquoise killifish gene name	homologs
2656	nfurzeri_homolog_ensembl_peptide	Turquoise killifish protein or transcript stable ID	homologs
2657	nfurzeri_homolog_chromosome	Turquoise killifish chromosome/scaffold name	homologs
2658	nfurzeri_homolog_chrom_start	Turquoise killifish chromosome/scaffold start (bp)	homologs
2659	nfurzeri_homolog_chrom_end	Turquoise killifish chromosome/scaffold end (bp)	homologs
2660	nfurzeri_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
2661	nfurzeri_homolog_subtype	Last common ancestor with Turquoise killifish	homologs
2662	nfurzeri_homolog_orthology_type	Turquoise killifish homology type	homologs
2663	nfurzeri_homolog_perc_id	%id. target Turquoise killifish gene identical to query gene	homologs
2664	nfurzeri_homolog_perc_id_r1	%id. query gene identical to target Turquoise killifish gene	homologs
2665	nfurzeri_homolog_goc_score	Turquoise killifish Gene-order conservation score	homologs
2666	nfurzeri_homolog_orthology_confidence	Turquoise killifish orthology confidence [0 low, 1 high]	homologs
2667	ngalili_homolog_ensembl_gene	Upper Galilee mountains blind mole rat gene stable ID	homologs
2668	ngalili_homolog_associated_gene_name	Upper Galilee mountains blind mole rat gene name	homologs
2669	ngalili_homolog_ensembl_peptide	Upper Galilee mountains blind mole rat protein or transcript stable ID	homologs
2670	ngalili_homolog_chromosome	Upper Galilee mountains blind mole rat chromosome/scaffold name	homologs
2671	ngalili_homolog_chrom_start	Upper Galilee mountains blind mole rat chromosome/scaffold start (bp)	homologs
2672	ngalili_homolog_chrom_end	Upper Galilee mountains blind mole rat chromosome/scaffold end (bp)	homologs
2673	ngalili_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
2674	ngalili_homolog_subtype	Last common ancestor with Upper Galilee mountains blind mole rat	homologs
2675	ngalili_homolog_orthology_type	Upper Galilee mountains blind mole rat homology type	homologs
2676	ngalili_homolog_perc_id	%id. target Upper Galilee mountains blind mole rat gene identical to query gene	homologs
2677	ngalili_homolog_perc_id_r1	%id. query gene identical to target Upper Galilee mountains blind mole rat gene	homologs
2678	ngalili_homolog_goc_score	Upper Galilee mountains blind mole rat Gene-order conservation score	homologs
2679	ngalili_homolog_orthology_confidence	Upper Galilee mountains blind mole rat orthology confidence [0 low, 1 high]	homologs
2680	psinus_homolog_ensembl_gene	Vaquita gene stable ID	homologs
2681	psinus_homolog_associated_gene_name	Vaquita gene name	homologs
2682	psinus_homolog_ensembl_peptide	Vaquita protein or transcript stable ID	homologs
2683	psinus_homolog_chromosome	Vaquita chromosome/scaffold name	homologs
2684	psinus_homolog_chrom_start	Vaquita chromosome/scaffold start (bp)	homologs
2685	psinus_homolog_chrom_end	Vaquita chromosome/scaffold end (bp)	homologs
2686	psinus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
2687	psinus_homolog_subtype	Last common ancestor with Vaquita	homologs
2688	psinus_homolog_orthology_type	Vaquita homology type	homologs
2689	psinus_homolog_perc_id	%id. target Vaquita gene identical to query gene	homologs
2690	psinus_homolog_perc_id_r1	%id. query gene identical to target Vaquita gene	homologs
2691	psinus_homolog_goc_score	Vaquita Gene-order conservation score	homologs
2692	psinus_homolog_wga_coverage	Vaquita Whole-genome alignment coverage	homologs
2693	psinus_homolog_orthology_confidence	Vaquita orthology confidence [0 low, 1 high]	homologs
2694	csabaeus_homolog_ensembl_gene	Vervet-AGM gene stable ID	homologs
2695	csabaeus_homolog_associated_gene_name	Vervet-AGM gene name	homologs
2696	csabaeus_homolog_ensembl_peptide	Vervet-AGM protein or transcript stable ID	homologs
2697	csabaeus_homolog_chromosome	Vervet-AGM chromosome/scaffold name	homologs
2698	csabaeus_homolog_chrom_start	Vervet-AGM chromosome/scaffold start (bp)	homologs
2699	csabaeus_homolog_chrom_end	Vervet-AGM chromosome/scaffold end (bp)	homologs
2700	csabaeus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
2701	csabaeus_homolog_subtype	Last common ancestor with Vervet-AGM	homologs
2702	csabaeus_homolog_orthology_type	Vervet-AGM homology type	homologs
2703	csabaeus_homolog_perc_id	%id. target Vervet-AGM gene identical to query gene	homologs
2704	csabaeus_homolog_perc_id_r1	%id. query gene identical to target Vervet-AGM gene	homologs
2705	csabaeus_homolog_goc_score	Vervet-AGM Gene-order conservation score	homologs
2706	csabaeus_homolog_wga_coverage	Vervet-AGM Whole-genome alignment coverage	homologs
2707	csabaeus_homolog_orthology_confidence	Vervet-AGM orthology confidence [0 low, 1 high]	homologs
2708	neugenii_homolog_ensembl_gene	Wallaby gene stable ID	homologs
2709	neugenii_homolog_associated_gene_name	Wallaby gene name	homologs
2710	neugenii_homolog_ensembl_peptide	Wallaby protein or transcript stable ID	homologs
2711	neugenii_homolog_chromosome	Wallaby chromosome/scaffold name	homologs
2712	neugenii_homolog_chrom_start	Wallaby chromosome/scaffold start (bp)	homologs
2713	neugenii_homolog_chrom_end	Wallaby chromosome/scaffold end (bp)	homologs
2714	neugenii_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
2715	neugenii_homolog_subtype	Last common ancestor with Wallaby	homologs
2716	neugenii_homolog_orthology_type	Wallaby homology type	homologs
2717	neugenii_homolog_perc_id	%id. target Wallaby gene identical to query gene	homologs
2718	neugenii_homolog_perc_id_r1	%id. query gene identical to target Wallaby gene	homologs
2719	neugenii_homolog_goc_score	Wallaby Gene-order conservation score	homologs
2720	neugenii_homolog_orthology_confidence	Wallaby orthology confidence [0 low, 1 high]	homologs
2721	bmutus_homolog_ensembl_gene	Wild yak gene stable ID	homologs
2722	bmutus_homolog_associated_gene_name	Wild yak gene name	homologs
2723	bmutus_homolog_ensembl_peptide	Wild yak protein or transcript stable ID	homologs
2724	bmutus_homolog_chromosome	Wild yak chromosome/scaffold name	homologs
2725	bmutus_homolog_chrom_start	Wild yak chromosome/scaffold start (bp)	homologs
